9.727741938671252697e-01,4.658338440010663106e-01,-1.885665075900984089e-01,-1.368130218709228352e+00,-8.722954072498012579e-01
2.169689006821819421e-01,-8.567878852449899441e-01,2.047966542052956029e+00,-9.756800999616142001e-01,5.779136908075352963e-01
-3.788684370534808332e-01,2.123420519235070358e+00,-8.090792246369773455e-01,1.027542916038104437e+00,-3.044973424355466585e-01
1.484162134987775827e+00,1.343512970283466279e+00,-1.539683260461961689e+00,-7.941189744708865295e-01,-2.811745465006163514e-01
-2.012903118115127121e+00,1.093461367785993232e+00,-6.330402816831846025e-01,-8.359385387083235752e-01,1.650660086749390354e-01
-8.620970150678112232e-01,-1.451347196480598845e+00,-9.368747014907181647e-01,9.437487848388503853e-01,8.215522401614050452e-02
5.073952558856731354e-01,-5.930351123670030145e-01,-5.761706306663820776e-01,1.631591207604785598e+00,6.392915046691767245e-01
-2.564585533954604202e-01,-8.983057625537345103e-01,-9.302920074638532100e-01,-6.235066808694200713e-02,2.322963371865828464e+00
8.159864170499968594e-01,-1.554623565746283020e+00,-1.285301790067920003e+00,-6.539649698774081532e-01,-9.148596246145590527e-01
2.611152436570929325e-01,-1.407944943667535309e+00,7.629423729204380944e-01,-3.211629477241920161e-02,5.161158743398326365e-01
1.392851467418366074e+00,-5.385280774053770037e-01,-4.167242496894479897e-02,-3.934113845142825916e-01,-7.838961241551234416e-01
1.243315979574143970e+00,-3.951223868051185750e-01,-2.867242880484592860e-01,-9.789157784643531812e-01,1.446269052124025123e+00
1.665850955711970949e+00,-7.082833629648397356e-01,6.393959845513643714e-01,2.988078128186688609e-01,-1.650770568897713675e-02
-1.372649293374065271e+00,-1.034217917274437903e+00,7.029223823712301700e-01,-1.381953205463397893e-01,-1.970533897099127074e-01
-8.932406235060996735e-01,8.743531490402928208e-01,-2.785392408165421330e-02,5.897060220200183167e-01,1.555489515659917998e-01
2.072050566490388213e-01,-4.483590683047460335e-01,-1.085673486051382142e+00,-1.035847511412068434e+00,-6.280450867538642790e-01
-5.893012584680434873e-01,2.416066685862200136e-01,-2.248913554292256478e+00,1.069575946965950930e+00,-1.168205902948631802e+00
-8.390188672691025751e-01,7.414753724714866490e-01,-2.273518774669987863e+00,-2.024259450434895413e-01,2.765179508775882589e+00
4.125460842917378912e-01,6.048600963035166700e-01,-1.766923702971924248e-01,6.673049693438894980e-01,-1.302895453971163686e+00
7.546707384252242523e-01,-1.330427774561880883e-01,1.561256064590201831e-01,2.160047284023927538e+00,6.003425345410948744e-01
