3.813715962049511465e-01,6.173035784478371202e-01,-6.073361975620302777e-01,-1.684296361825373456e+00,-2.453286293944780816e-01
-1.006377965846315448e+00,-2.824783606090326415e-01,1.584502481650067907e+00,-1.126380977860457655e+00,5.864796372213048059e-01
-7.118151097269646010e-01,1.709405680390821747e+00,-1.216297462007124519e+00,7.190131960689215562e-01,-4.068062423819283069e-01
1.428250265800161678e+00,6.333708042123142867e-01,-1.025047331025512598e+00,-1.041054635723027033e+00,-1.051343634057149146e+00
-2.211596287329125055e+00,1.179746490156674987e+00,-5.035957446732164389e-01,-6.979622041972557422e-01,-2.927832985956517753e-01
-7.401190223262821277e-01,-1.037661922117888214e+00,-1.666935616072467763e+00,7.839288220082392122e-01,8.531628133513944334e-01
-1.510707108805287857e-01,-1.435343003888438496e+00,-9.791741777442108940e-02,1.608157349772554978e+00,2.834493919702270048e-01
-5.000310567760362090e-01,-5.422931504854648921e-01,-1.233924977083153074e+00,2.739575242478275996e-02,2.023986404784793081e+00
-1.673115410335190845e-02,-2.531161541521487202e-01,-6.965981931800611093e-01,-1.824551014846706565e+00,-1.417552425295941276e+00
-7.688172336497336445e-01,-1.018275706720686680e+00,3.392560253490883859e-02,-1.118594731667660769e+00,2.948553687815429480e-01
1.504586857406801759e+00,-2.070105288975896407e-01,-1.824489209737010231e-01,5.435876844183781254e-01,-4.305494874553921214e-01
8.131131379940672588e-01,-3.903840709646835272e-01,-2.998944610160179103e-01,-6.361360181813555670e-01,1.847072168185349028e+00
1.598681933536737709e+00,-5.459750119251357559e-01,5.103832176761907702e-01,8.054179838165531624e-01,-3.255224880060287873e-01
-9.166659066107102349e-01,-1.323773346958738273e+00,-1.317075497831999842e-01,-3.189940239760126195e-01,-6.923632910231471982e-01
-3.300125496542380965e-01,1.025432862826242353e+00,-1.347005754800858490e-01,6.875874344492735046e-01,4.213762024262872607e-01
8.428939526592237053e-02,-1.000915022304598612e+00,-1.080088123591623761e+00,-8.165179419384391846e-01,4.282494868624109330e-01
-1.128447127454108134e+00,2.548455524740786404e-01,-1.986683475805621768e+00,1.294397713346472356e+00,6.714876540952818829e-03
-4.885482972535113433e-01,9.600203015547676966e-01,-1.844882542436783623e+00,-3.172407277368733958e-01,1.877748716263811346e+00
2.292437389809487414e-02,8.579360971237548483e-01,-2.714201142841622394e-01,6.689165509390975206e-01,-1.269060561148331878e+00
9.031446990857447954e-01,5.202698564762142652e-01,3.363756059506071150e-01,2.071015796791409791e+00,5.021756520113114242e-01
