0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.566192307867820377e-01,1.937248486355589161e-01,-1.121536035585751351e-01,-1.481004008470798439e-01,2.924418592874067357e-02
1.731161902388399579e-02,-6.836180395902534401e-02,1.634041396633817977e-01,-7.784803318177827003e-02,4.611085557649396982e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.263824094088714101e-01,5.373503412702167886e-02,-4.850878454454644190e-02,-2.266952586888434582e-02,1.252383120849968196e-03
6.164497304715188530e-01,5.898590211580567733e-03,4.466294061962786666e-01,5.504455481465959643e-01,4.360969684201708718e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.653887927264706598e-02,-1.047993061553581240e-01,2.505001253316815335e-01,-1.193417872339890273e-01,7.068838723950099379e-02
-1.879754793343695329e-01,-2.756028256287712530e-01,8.050938856531131282e-02,-3.040556588725769060e-01,5.936607007269767422e-01
-1.542698977861691745e-01,4.902654773755210638e-02,3.557657694160643036e-02,1.214632801041382049e-01,-1.794521927715395648e-01
2.112120661759500084e-01,-4.024028446872769393e-01,-3.326908892936402129e-01,-1.692740094790535776e-01,-2.368046667668455285e-01
-3.515698989517883066e-01,1.494798256068213260e-01,-1.349414729499777699e-01,-6.306196373598506322e-02,3.483872552403177725e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.025709014482381720e-01,-1.671415763841296864e-01,1.079044230980601565e-01,-2.111409847425154140e-01,-8.609058867807473092e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.211157625790256320e-02,4.708082768779270344e-02,-1.375330111962852486e-02,5.194138358421701573e-02,-1.014141893943746320e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.597812829472235130e-01,1.448987525628354645e-01,7.545765760406446532e-01,-6.516419301361429106e-01,4.914408464449877556e-01
-4.998535020742705948e-02,2.049341278029273572e-02,-1.907559673124639144e-01,9.072291551101552276e-02,-9.908884519450777972e-02
